pid,name,priceValue,color,gender,group,availability,shortDesc,longDesc,material,dimensions,strap,madeIn,features,sizes,images,url,mood
MEZCAMM17CO0ML,모노그램 니트 양말,85000,Cognac,WOMEN,ACCESSORY,OutOfStock,시그니처 레터와 라우렐이 프리미엄 코튼 블렌드 소재의 니트 양말을 한층 돋보이게 합니다.,클래식 코냑 비세토스 모노그램이 특징인 니트 코튼 양말로 머리부터 발끝까지 MCM 룩을 완성하세요. 토우와 힐의 쿠션이 더욱 향상된 편안함을 선사합니다.,"코튼 62%, 폴리아미드 33%, 엘라스테인 3%, 엘라스토디엔 2%",,,대한민국,올오버 니트 비세토스 모노그램 | 토우와 힐의 쿠션,S–M | M–L,https://images.mcmworldwide.com/i/mcmworldwide/MEZCAMM17CO0ML_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEZCAMM17CO0ML_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEZCAMM17CO0ML_10?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/모두보기/모노그램-니트-양말/MEZCAMM17CO0ML.html,캐주얼
MEFEAMM05E4001,라우렐 쁘띠 스카프,145000,Blue,WOMEN,ACCESSORY,OutOfStock,라우렐 모티프가 돋보이는 수제작 오가닉 실크 스카프,시그니처 라우렐 엠블럼이 양면에 강조된 오가닉 실크 스카프. 작고 섬세한 이 액세서리는 리본처럼 묶거나 가방 손잡이에 감아 우아한 포인트로 연출할 수 있습니다.,오가닉 실크 100%,약 87 x 5 x 0 센티미터,,이탈리아,수작업 봉제 | 라우렐 로고 모티프,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEFEAMM05E4001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFEAMM05E4001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/쁘띠-스카프-스카프/라우렐-오가닉-실크-쁘띠-스카프/MEFEAMM05E4001.html,클래식
MEFEAMM07CO001,로레토스 모노그램 반다나 스카프,270000,Cognac,MEN,ACCESSORY,InStock,로레토스 모노그램 모티프가 있는 수작업 반다나 스카프,정사각형 실루엣의 앞면과 뒷면에 아이코닉하고 고귀한 월계수 화환이 시그니처 로레토스 모노그램으로 장식되었습니다. MCM 로고 모티프로 가장자리를 장식한 수작업 액세서리입니다. 스카프나 반다나로 연출할 수 있습니다.,"코튼 70%, 실크 30%",약 70 x 70 x 0 센티미터,,대한민국,수작업 봉제 | 로레토스 모노그램 모티프 | 반다나 또는 스카프로 착용 가능,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEFEAMM07CO001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFEAMM07CO001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFEAMM07CO001_02?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/스카프-머플러/로레토스-모노그램-반다나-스카프/MEFEAMM07CO001.html,캐주얼
MEFFAMM01Y0001,리버서블 모노그램 프린트 쁘띠 스카프,175000,Gold,WOMEN,ACCESSORY,OutOfStock,손바느질 처리된 유기농 실크 양면 모노그램 프린트 스카프,"유기농 이탈리아산 실크를 사용해 손바느질로 마감한 이 쁘띠 스카프는, 한쪽 면에는 이번 시즌의 그라데이션 모노그램을, 다른 한쪽에는 시그니처 비세토스 모노그램을 담고 있습니다. 리본으로 연출하거나 가방 손잡이에 감아 우아한 트래블 룩을 완성할 수 있는 고급스러운 액세서리입니다.",뒷면: 비세토스 모노그램 프린트 | 앞면: 그라데이션 모노그램 프린트 | 100% 오가닉 실크,약 5 x 120 x 0 센티미터,,이탈리아,손 바느질 | 양면 디자인,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEFFAMM01Y0001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFAMM01Y0001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFAMM01Y0001_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFAMM01Y0001_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFAMM01Y0001_11?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/쁘띠-스카프-스카프/리버서블-모노그램-프린트-쁘띠-스카프/MEFFAMM01Y0001.html,클래식
MEFESMM06G0001,앱스트랙트 모노그램 쁘띠 실크 스카프,195000,Green,WOMEN,ACCESSORY,OutOfStock,시즌 모노그램 프린트와 자카드 스트라이프 모티프로 제작된 양면 오가닉 이탈리안 실크 스카프,추상적인 ‘MCM’ 모노그램과 클래식 레터 트리오가 다채로운 톤으로 한데 어우러진 유기농 이탈리안 실크 스카프입니다. 수작업으로 제작된 액세서리의 반대쪽 면에는 자카드 스트라이프 모티프가 돋보입니다.,앞면: 시즌 모노그램 프린트 | 뒷면: 자카드 스트라이프 모티프 | 오가닉 실크 100%,약 15 x 160 x 0 센티미터,,이탈리아,수작업 봉제 | 양면 디자인,160cm x 15cm,https://images.mcmworldwide.com/i/mcmworldwide/MEFESMM06G0001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFESMM06G0001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/모두보기/앱스트랙트-모노그램-쁘띠-실크-스카프/MEFESMM06G0001.html,클래식
MEFFSMM06Q6001,리버서블 로레토스 자카드 울 스톨,510000,Pink,MEN,ACCESSORY,InStock,로레토스 모노그램 모티프가 돋보이는 리버시블 울 자카드 니트 스톨,"정교한 울 소재로 제작된 대형 양면 자카드 숄. 뮌헨 하우스의 시그니처 라우렐 모티프가 특징이며, 뒷면의 로레토스 모노그램 색상이 반전되어 다양한 스타일로 연출이 가능합니다.",100% 울,약 30 x 195 x 0 센티미터,,대한민국,대비되는 컬러 조합의 리버서블 디자인 | 로레토스 모노그램 모티브,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEFFSMM06Q6001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFSMM06Q6001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFSMM06Q6001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFSMM06Q6001_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEFFSMM06Q6001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/스카프-머플러/리버서블-로레토스-자카드-울-스톨/MEFFSMM06Q6001.html,클래식
MEGEAMM10EG001,스퀘어 선글라스,350000,Grey,MEN,ACCESSORY,InStock,바이에른 다이아몬드 스터드 디테일과 로고 금속 장식이 돋보이는 스퀘어 아세테이트 선글라스,샤프하게 디자인된 상단 프로파일을 통해 당당한 존재감을 자랑합니다. 클래식 여행용 트렁크의 디테일을 떠올리게 하는 바이에른 다이아몬드 금속 장식은 프레임을 더욱 돋보이게 합니다. 견고한 템플은 세 개의 시그니처 레터링으로 완성되었습니다.,,,,중국,로레토스 모노그램 파우치 케이스 포함 | 렌즈 컬러: 솔리드 라이트 블루 | 프레임 컬러: 스트라이프 그레이와 이리데슨트 모노그램 | 렌즈-브리지-템플 크기: 55-16-145mm | 템플의 MCM 로고 모티프 | 아세테이트 구조 | 프레임의 바이에른 다이아몬드 스터드 금속 장식,로우 브리지 피트,https://images.mcmworldwide.com/i/mcmworldwide/MEGEAMM10EG001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGEAMM10EG001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGEAMM10EG001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGEAMM10EG001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGEAMM10EG001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/선글라스/스퀘어-선글라스/MEGEAMM10EG001.html,클래식
MEGFSMM05CM001,오버사이즈 스퀘어 선글라스,350000,Black,MEN,ACCESSORY,OutOfStock,골드 톤의 시그니처 하드웨어가 돋보이는 아세테이트 오버사이즈 스퀘어 선글라스. 엠보싱 로고 케이스 제공.,아카이브 트래블 트렁크에서 영감을 받은 시그니처 하드웨어에 골드 톤 메탈 디테일이 더해진 오버사이즈 스퀘어 선글라스입니다. 템플에는 클래식한 ‘MCM’ 레터링이 장식되어 뮌헨 하우스의 유서 깊은 헤리티지를 반영합니다.,,,,중국,유니섹스 | 엠보싱 로고 디테일의 인조가죽 파우치 케이스 제공 | 렌즈 컬러: 그라데이션 브라운 | 프레임 컬러: 샤이니 다크 하바나 | MCM 로고 모티프가 장식된 템플 | 렌즈-브리지-템플 크기: 54-17-145mm. | 아세테이트 프레임 | 바이에른 다이아몬드 메탈 스터드가 장식된 프레임,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEGFSMM05CM001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFSMM05CM001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFSMM05CM001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFSMM05CM001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFSMM05CM001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/선글라스/오버사이즈-스퀘어-선글라스/MEGFSMM05CM001.html,클래식
MEGGSMM02SV001,지오메트릭 쉴드 선글라스,390000,Silver,MEN,ACCESSORY,InStock,바이에른 다이아몬드 메탈 스터드 하드웨어와 메탈 템플이 돋보이는 유니섹스 지오메트릭 실드 아세테이트 선글라스,시그니처 비세토스 모노그램 렌즈가 돋보이는 지오메트릭 선글라스입니다. MCM 아카이브 러기지의 디테일을 재해석한 바바리안 다이아몬드 스터드 장식이 측면에 더해져 미래지향적인 디자인을 완성합니다.,,,,중국,렌즈-브릿지-템플 사이즈: 142-17.5-145 mm | MCM 로고 모티프가 더해진 메탈 템플 | 바이에른 다이아몬드 메탈 스터드 장식이 더해진 프레임과 템플 팁 | 렌즈 컬러: 실버 컬러 미러 코팅 비세토스 모노그램이 더해진 솔리드 스모크 | 로고가 새겨진 파우치 케이스 | 아세테이트 프레임,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM02SV001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM02SV001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM02SV001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM02SV001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM02SV001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/선글라스/지오메트릭-쉴드-선글라스/MEGGSMM02SV001.html,스트릿
MEHFSBC01Q6001,에센셜 울 비니,290000,Pink,WOMEN,ACCESSORY,InStock,바바리안 다이아몬드 로고 패치가 더해진 울 니트 비니,프리미엄 울을 사용하여 제작된 페어리 핑크 컬러의 부드러운 비니. 뮌헨 바이에른 다이아몬드에서 영감을 받은 엠보싱 처리된 로고가 더해진 패치로 포인트를 더했습니다.,100% 울,,,대한민국,로고 엠보싱 처리된 다이아몬드 형태의 페이크 가죽 패치,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEHFSBC01Q6001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEHFSBC01Q6001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEHFSBC01Q6001_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEHFSBC01Q6001_05?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEHFSBC01Q6001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/모자-헤어-액세서리/에센셜-울-비니/MEHFSBC01Q6001.html,캐주얼
MEGGSMM06PK001,오발 선글라스,260000,Pink,WOMEN,ACCESSORY,InStock,메탈 로고 하드웨어가 적용된 유니섹스 오벌 아세테이트 선글라스,"우아한 곡선이 돋보이는 타원형 선글라스로, 은은하게 비치는 투명 핑크 프레임이 현대적인 세련미를 선사합니다. 템플에는 딥 골드 톤의 클래식 'MCM' 로고와 바바리안 다이아몬드 메탈 스터드가 조화롭게 어우러져 고급스러운 디테일을 완성합니다.",,,,중국,렌즈-브릿지-템플 사이즈: 53-16-145 mm | MCM 로고 장식이 더해진 템플 | 바이에른 다이아몬드 메탈 스터드 장식이 더해진 템플 팁 | 렌즈 컬러: 브라운 핑크 그라데이션 | 프레임 컬러:밀키 라이트 핑크 | 로고가 새겨진 파우치 케이스 | 아세테이트 프레임,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM06PK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM06PK001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM06PK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM06PK001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGGSMM06PK001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/선글라스/오발-선글라스/MEGGSMM06PK001.html,페미닌
MPFFSMM05CO001,졸리 레빗 오 드 퍼퓸,210000,Cognac,WOMEN,ACCESSORY,InStock,MCM 프래그런스 컬렉션을 소개합니다 — 뮌헨 하우스의 아이코닉한 동물 캐릭터에서 영감을 받은 다양한 향들로 구성된 컬렉션,"장난기 가득한 졸리 래빗은 상큼한 오렌지, 네롤리, 베티버의 조합으로 활기차고 생동감 넘치는 아로마를 선사합니다.",,,,이탈리아,"여성용 향수 | 로고가 새겨진 유리 병과 졸리 레빗 장식 피규어 | 시트러스 플로럴 그린 계열 향 | 탑 노트: 오렌지, 레몬, 레드커런트 | 미들 노트: 생강, 네롤리, 재스민 꽃잎 | 베이스 노트: 암브록스, 과이아크우드, 베티버 | 골드톤 하드웨어 | EAN #8800259793225",100ML,https://images.mcmworldwide.com/i/mcmworldwide/MPFFSMM05CO001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MPFFSMM05CO001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MPFFSMM05CO001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MPFFSMM05CO001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/향수/졸리-레빗-오-드-퍼퓸/MPFFSMM05CO001.html,페미닌
MXZFSTA14XC001,몬스터 볼 참,410000,Red,MEN,ACCESSORY,InStock,비세토스 모노그램 프린트 트림과 스트랩이 더해진 페이크 퍼 참,올해 새롭게 선보이는 뮌헨 하우스의 기발한 창의성이 돋보이는 플러시 몬스터 볼 참. 길운을 상징하는 붉은 색상으로 디자인된 이 페이크 퍼 액세서리는 시그니처 비세토스 모노그램 디테일과 핸들 스트랩으로 마무리되었습니다.,바디:캔디 레드 페이크 퍼 | 트림: 비세토스 모노그램 캔버스,,핸들 스트랩 길이: 21cm,대한민국,비세토스 핸들 스트랩,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MXZFSTA14XC001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZFSTA14XC001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/모두보기/몬스터-볼-참/MXZFSTA14XC001.html,캐주얼
MEGFAMM03BK001,모노그램 쉴드 선글라스,350000,Black,MEN,ACCESSORY,InStock,비세토스 모노그램 모티프와 메탈 템플의 라우렐 패턴이 더해진 유니섹스 쉴드 선글라스,"비세토스 세계를 그리며 탄생한 이 쉴드 선글라스는 뮌헨 하우스의 시그니처 모노그램이 렌즈를 감싸고 있으며, 아이코닉한 라우렐 패턴이 메탈 템플에 양각으로 섬세하게 새겨져 있습니다.",,,,중국,유니섹스 | 렌즈-템플 사이즈: 137-140 mm | 렌즈에 비세토스 모노그램 모티프 | 프레임 앞면의 바바리안 다이아몬드 메탈 스터드 장식 | 렌즈 컬러: 스모크 + 실버 플래시 | 프레임 컬러: 매트 블랙 | 템플 컬러: 다크 루테늄 | 로고가 새겨진 파우치 케이스 | 메탈 프레임 | 메탈 템플의 MCM로고 모티프와 양각 라우렐 패턴,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEGFAMM03BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFAMM03BK001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFAMM03BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEGFAMM03BK001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/선글라스/모노그램-쉴드-선글라스/MEGFAMM03BK001.html,스트릿
MXZAAVI09CO001,비세토스 오리지널 키링,190000,Cognac,MEN,ACCESSORY,InStock,"시그니처 스타일을 은은하게 선보이는 이 키링을 백팩, 위켄더 또는 쇼퍼에 부착해 보세요.",열광적인 MCM 고객을 위해 제작된 비세토스 라인은 영원한 스타일을 선사하는 모든 제품에서 MCM의 대표적인 모노그램 코티드 캔버스를 자랑스럽게 선보입니다.,,약 2 x 3 x 9 센티미터,,대한민국,나파 가죽 트림,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MXZAAVI09CO001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZAAVI09CO001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZAAVI09CO001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZAAVI09CO001_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZAAVI09CO001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/패션소품/가방-액세서리-키링/비세토스-오리지널-키링/MXZAAVI09CO001.html,클래식
MEZCAMM17Q70ML,모노그램 니트 양말,85000,Pink,WOMEN,ACCESSORY,OutOfStock,쿠셔닝 트림 디테일과 비세토스 모노그램 모티프가 돋보이는 자카드 니트 양말,"프리미엄 코튼 블렌드 소재로 완성된 자카드 니트 삭스. 뮌헨 하우스의 클래식 레터, 라우렐, 다이아몬드 모티프가 더해져 시그니처 감성을 강조합니다. 쿠셔닝 처리된 토와 힐 디테일로 한층 향상된 착용감을 제공합니다.","62% 코튼, 33% 폴리아마이드, 3% 엘라스틴, 2% 엘라스토디엔",,,대한민국,비세토스 모노그램 모티프 | 발가락과 뒤꿈치 부분의 쿠션 처리,S–M | M–L,https://images.mcmworldwide.com/i/mcmworldwide/MEZCAMM17Q70ML_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEZCAMM17Q70ML_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/패션소품/모두보기/모노그램-니트-양말/MEZCAMM17Q70ML.html,캐주얼
MXZFATT04K8001,38-41mm 비세토스 Apple Watch 밴드,290000,Green,MEN,ACCESSORY,InStock,시대를 초월하는 모던한 시계를 위한 밴드,시즌 컬러인 카키 모스 비세토스 캔버스로 선보이는 애플 워치 스트랩입니다. 뒷면에는 부드러운 가죽을 덧대어 장인정신과 편안한 착용감을 동시에 선사합니다. 마무리는 뮌헨의 바이에른 다이아몬드에서 영감을 받은 메탈 버클로 완성되었습니다.,바디:비세토스 모노그램 캔버스,약 0 x 2 x 10 센티미터,스트랩 길이: 115 mm,대한민국,"Apple Watch®는 별도 판매됩니다. | Apple Watch® SE, 10, 9 시리즈에 사용 할 수 있습니다. | 스트랩 안쪽과 트림: 천연 나파 가죽 | 앤틱크 실버톤 코발트 메탈 MCM 버클과 하드웨어",38/40/41mm 사용 가능 | 42/44/45/46/49mm 사용 가능 | Fits 42mm / 44mm / 45mm / 46mm / 49mm Watch/ LRG,https://images.mcmworldwide.com/i/mcmworldwide/MXZFATT04K8001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZFATT04K8001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZFATT04K8001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/라이프스타일/테크-액세서리/38-41mm-비세토스-apple-watch-밴드/MXZFATT04K8001.html,럭셔리
